Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010
Northern Mariana Islands;MNP;Population, total;SP.POP.TOTL;10070;10340;10541;10709;10901;11157;11489;11882;12318;12766;13203;13658;14142;14605;14978;15232;15316;15293;15390;15906;17048;18906;21392;24308;27362;30341;33174;35906;38571;41244;43973;46727;49456;52161;54852;57517;60173;62766;65138;67075;68432;69184;69393;69105;68404;67381;66006;64349;62707;61473;60917
Norway;NOR;Population, total;SP.POP.TOTL;3580998;3610000;3639000;3667000;3694000;3723000;3753000;3785000;3819000;3851000;3877000;3903000;3933000;3961000;3985000;4007000;4026000;4043000;4059000;4073000;4091000;4100000;4115000;4133000;4140000;4153000;4169000;4187000;4209000;4227000;4241500;4261700;4286400;4312000;4336600;4360000;4381000;4404100;4432000;4460000;4491000;4513000;4538000;4564855;4591910;4623291;4660677;4709153;4768212;4828726;4885240
Oman;OMN;Population, total;SP.POP.TOTL;557492;570581;584427;599034;614390;630553;647678;666021;685892;707663;731703;758060;787002;819375;856230;898286;945679;998100;1055217;1116489;1181337;1249858;1321650;1395032;1467846;1538575;1605464;1668734;1731168;1796822;1868055;1947042;2031377;2113398;2182619;2232018;2258730;2266469;2262969;2259398;2264163;2279171;2302874;2335967;2378336;2429510;2490620;2561187;2636963;2712141;2782435
Pakistan;PAK;Population, total;SP.POP.TOTL;45920204;47033454;48198347;49413973;50678979;51993059;53359180;54780499;56257610;57790852;59382651;61033754;62751275;64551904;66456937;68482526;70632133;72904319;75303460;77832927;80492664;83280137;86187238;89200001;92300277;95470380;98710951;102011892;105332464;108621443;111844679;114970102;118010303;121029915;124121817;127346713;130737306;134255952;137808222;141261069;144522192;147557907;150407242;153139895;155860066;158645463;161513324;164445596;167442258;170494367;173593383
Palau;PLW;Population, total;SP.POP.TOTL;9638;9901;10150;10381;10593;10782;10945;11081;11206;11335;11481;11656;11853;12045;12195;12280;12284;12225;12151;12127;12197;12383;12667;13015;13371;13698;13982;14237;14485;14762;15089;15471;15894;16345;16804;17254;17694;18122;18522;18876;19172;19402;19573;19698;19803;19906;20011;20118;20228;20346;20472
Panama;PAN;Population, total;SP.POP.TOTL;1128378;1161708;1196016;1231377;1267907;1305667;1344667;1384801;1425871;1467612;1509822;1552391;1595314;1638624;1682398;1726672;1771458;1816673;1862142;1907645;1953029;1998261;2043413;2088590;2133947;2179624;2225634;2272029;2319035;2366933;2415926;2466083;2517356;2569672;2622903;2676926;2731717;2787228;2843276;2899636;2956126;3012635;3069123;3125565;3181969;3238321;3294583;3350673;3406487;3461901;3516820
Papua New Guinea;PNG;Population, total;SP.POP.TOTL;1966961;2001049;2037162;2075625;2116822;2161087;2208398;2258847;2312978;2371467;2434698;2503009;2576020;2652505;2730770;2809595;2888403;2967506;3047644;3129991;3215339;3304033;3395633;3489227;3583521;3677658;3771385;3865230;3960087;4057228;4157654;4261537;4368815;4479959;4595463;4715617;4840693;4970478;5104153;5240560;5378824;5518586;5659946;5803029;5948135;6095437;6244916;6396307;6549268;6703361;6858266
Paraguay;PRY;Population, total;SP.POP.TOTL;1905829;1956714;2009165;2063215;2118896;2176195;2235296;2296118;2358072;2420365;2482508;2544362;2606357;2669285;2734247;2802133;2873058;2947064;3024857;3107259;3194768;3287677;3385626;3487626;3592275;3698465;3805813;3914302;4023628;4133551;4243860;4354331;4464780;4575121;4685320;4795365;4905150;5014650;5124050;5233615;5343539;5453921;5564709;5675754;5786836;5897816;6008597;6119295;6230242;6341892;6454548
Peru;PER;Population, total;SP.POP.TOTL;9929439;10216429;10515695;10825440;11143120;11466936;11796103;12131226;12473584;12825119;13187182;13559712;13941958;14333692;14734523;15143887;15561809;15987545;16418798;16852621;17286832;17720017;18152344;18585148;19020616;19460111;19903833;20350457;20797983;21243700;21685537;22122065;22553275;22980182;23404523;23827163;24248671;24667356;25079136;25478577;25861887;26228274;26579252;26916342;27242033;27558769;27866387;28166078;28463338;28765162;29076512
Philippines;PHL;Population, total;SP.POP.TOTL;26010295;26893021;27800656;28727140;29664173;30606162;31551090;32501839;33463836;34444983;35451392;36485095;37545635;38633697;39749340;40892836;42064468;43265378;44497521;45763245;47063923;48399114;49767259;51166963;52596291;54052849;55537110;57046529;58572071;60102139;61628668;63146876;64659225;66173874;67703053;69255386;70831419;72427130;74040838;75669587;77309965;78964389;80630416;82293990;83936698;85546427;87116275;88652631;90173139;91703090;93260798
Poland;POL;Population, total;SP.POP.TOTL;29561000;29965000;30324000;30691000;31161000;31496000;31698000;31944000;32305000;32555000;32526000;32805000;33068000;33363000;33691000;34022000;34362000;34698000;35010000;35257000;35578000;35902000;36227000;36571000;36914000;37203000;37456000;37664000;37862000;37963000;38118800;38244400;38364700;38459000;38543600;38587600;38618000;38650000;38666145;38658000;38453757;38248076;38230364;38204570;38182222;38165445;38141267;38120560;38125759;38151603;38187488
Portugal;PRT;Population, total;SP.POP.TOTL;8943100;8937600;9019800;9081600;9122500;9128900;9108800;9103000;9115100;9097200;9044200;8644000;8631000;8633000;8754000;9093000;9355000;9455000;9558000;9661000;9766000;9851000;9911500;9954500;9989000;10011400;10010700;9994000;9968000;9937000;9896000;9935000;9963000;9974000;9998000;10027000;10055000;10089000;10129000;10174000;10225836;10292999;10368403;10441075;10501970;10549424;10584344;10608335;10622413;10632482;10642841
Puerto Rico;PRI;Population, total;SP.POP.TOTL;2358000;2399721.6;2450321.6;2504529.6;2554065.6;2594000;2624995.2;2645673.6;2662064;2684150.4;2718000;2762190.4;2817256;2878785.6;2939299.2;2994000;3043854.4;3088689.6;3129420.8;3168088;3206000;3242552;3277452.8;3311137.6;3344190.4;3377000;3409553.6;3441849.6;3473897.6;3505649.6;3537000;3562110;3585176;3615497;3649237;3683103;3724655;3759430;3781101;3800081;3814413;3837768;3858272;3876637;3893931;3910722;3926744;3941235;3954553;3967288;3978702
Qatar;QAT;Population, total;SP.POP.TOTL;47085;51093;55883;61296;67082;73073;79189;85530;92319;99873;108401;118210;129227;140846;152210;162835;172151;180656;190192;203285;221594;245740;274720;306542;338365;368006;395144;420058;441932;459949;473722;482926;488204;491420;495126;501371;512422;528787;548828;569870;590957;608057;624173;653500;715146;820986;978336;1178192;1396060;1597765;1758793
Romania;ROU;Population, total;SP.POP.TOTL;18403000;18567000;18681000;18813000;18927000;19027000;19141000;19285000;19721000;20010000;20253000;20470000;20663000;20828000;21029000;21245000;21446000;21658000;21855000;22048000;22201000;22353000;22478000;22553000;22625000;22725000;22823000;22940000;23054000;23152000;23207000;23185000;22789000;22755000;22731000;22681000;22608000;22554000;22503000;22457994;22443000;22132000;21803129;21742013;21684890;21634371;21587666;21546873;21513622;21480401;21442012
Russian Federation;RUS;Population, total;SP.POP.TOTL;119897000;121236340.9;122590643.4;123960074.4;125344802.9;126745000;127468492.9;128196115.8;128927892.1;129663845.5;130404000;131154511.3;131909342.1;132668517.1;133432061.3;134200000;135146685.5;136100049.2;137060138.2;138027000;139010000;139941000;140823000;141668000;142745000;143858000;144894000;145908000;146857000;147721000;148292000;148624000;148689000;148520000;148336000;148141000;147739000;147304000;146899000;146309000;146303000;145949580.3;145299690.3;144599446.7;143849574.2;143150000;142500000;142100000;141950000;141850000;141750000
Rwanda;RWA;Population, total;SP.POP.TOTL;2771018;2855692;2942908;3032745;3125315;3220770;3319229;3420890;3526088;3635227;3748672;3866501;3988895;4116446;4249861;4389619;4536057;4688997;4847747;5011299;5178927;5343129;5502531;5669024;5859270;6080907;6356230;6672124;6959599;7124870;7109538;6871192;6452688;5984449;5648306;5570206;5803830;6297733;6944116;7582861;8098344;8456968;8696378;8857859;9009655;9201727;9441406;9710531;10004092;10311275;10624005
Samoa;WSM;Population, total;SP.POP.TOTL;109917;113300;116702;120115;123530;126931;130320;133661;136856;139783;142354;144528;146330;147835;149155;150373;151524;152593;153557;154371;155016;155488;155831;156122;156459;156919;157531;158290;159187;160198;161308;162504;163790;165172;166662;168257;169969;171766;173543;175169;176549;177645;178488;179141;179699;180237;180766;181277;181809;182401;183081
San Marino;SMR;Population, total;SP.POP.TOTL;15392;15786;16196;16615;17032;17439;17838;18227;18588;18895;19136;19299;19395;19465;19565;19734;19988;20313;20683;21054;21398;21707;21990;22255;22515;22776;23041;23304;23571;23847;24134;24442;24769;25098;25406;25678;25897;26077;26271;26551;26967;27543;28251;29013;29722;30301;30721;31007;31198;31359;31534
Sao Tome and Principe;STP;Population, total;SP.POP.TOTL;64251;64564;64474;64246;64265;64803;65962;67637;69646;71709;73630;75334;76896;78435;80137;82124;84449;87038;89740;92340;94688;96721;98502;100162;101899;103852;106067;108493;111050;113620;116117;118512;120835;123137;125488;127935;130499;133152;135838;138475;141010;143430;145761;148038;150311;152622;154970;157361;159852;162515;165397
Saudi Arabia;SAU;Population, total;SP.POP.TOTL;4041422;4170636;4311990;4463589;4622460;4787033;4957637;5137042;5329207;5539331;5771846;6028687;6311207;6622572;6966138;7344638;7756072;8200523;8684651;9217019;9801475;10440852;11126570;11836762;12542098;13220479;13862213;14469298;15045709;15600314;16139053;16669764;17189075;17679720;18117969;18491845;18786467;19020639;19256649;19578923;20045276;20681576;21463072;22334371;23213767;24041116;24799436;25504176;26166639;26809105;27448086
Senegal;SEN;Population, total;SP.POP.TOTL;3047804;3130743;3217043;3307493;3403161;3504782;3612246;3725151;3843517;3967316;4096245;4231030;4370991;4512774;4651922;4785536;4912200;5033645;5154054;5279383;5414070;5559400;5714508;5879044;6051962;6232395;6420323;6615896;6818495;7027320;7241573;7461567;7686866;7915080;8143140;8369125;8591861;8812695;9035367;9265135;9505862;9758841;10023194;10297956;10581316;10871908;11169549;11474661;11787123;12106865;12433728
Serbia;SRB;Population, total;SP.POP.TOTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7586000;7595636;7646424.349;7699306.774;7734639.243;7738986.598;7708878.205;7649630.752;7567745;7540401;7516346;7503433;7500031;7480591;7463157;7440769;7411569;7381579;7350221;7320807;7292574
Seychelles;SYC;Population, total;SP.POP.TOTL;41700;42888.96;44042.24;45175.52;46321.6;47500;48698.72;49910.72;51133.92;52365.12;53600;54835.04;56067.52;57284;58466.08;59600;60704;61742.4;62707.2;63593.6;64400;65127.5264;65780.032;66366.9376;66901.8112;67400;67877.2096;68352.3456;68847.5136;69387.5456;70000;70754.98609;71656.98902;72711.40834;73924.61192;75304;76417;77319;78846;80410;81131;81202;83700;82800;82500;82900;84600;85033;86956;87298;86525
Sierra Leone;SLE;Population, total;SP.POP.TOTL;2187240;2222029;2257946;2295070;2333500;2373308;2414620;2457448;2501620;2546888;2593123;2640264;2688527;2738398;2790525;2845392;2903199;2963880;3027332;3093342;3161751;3230990;3300789;3373661;3453115;3540728;3639732;3746944;3849915;3931817;3981567;3995290;3979553;3946835;3915066;3898363;3898177;3913681;3953705;4028260;4143115;4303850;4505515;4730020;4952134;5153435;5327364;5478289;5612129;5739293;5867536
Singapore;SGP;Population, total;SP.POP.TOTL;1646000;1702000;1750000;1795000;1842000;1887000;1934000;1978000;2012000;2043000;2075000;2113000;2152000;2193000;2230000;2263000;2293000;2325000;2354000;2384000;2414000;2533000;2647000;2681000;2732000;2736000;2733000;2775000;2846000;2931000;3047000;3135100;3230700;3313500;3419000;3524500;3670700;3796000;3927200;3958700;4027900;4138000;4176000;4114800;4166700;4265800;4401400;4588600;4839400;4987600;5076700
Sint Maarten (Dutch part);SXM;Population, total;SP.POP.TOTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31240;31084;30519.39646;31189;32566;33791;35318;36936;38272;39464;40459;39133;37850.45822
Slovak Republic;SVK;Population, total;SP.POP.TOTL;4144900;4198700;4245840;4287511;4325610;4361696;4396025;4428653;4460747;4493673;4528461;4587000;4619000;4654000;4700000;4739300;4814000;4881000;4945000;4979000;4984300;5054800;5091500;5127700;5161800;5192800;5233600;5251100;5276200;5297000;5283000;5283000;5306500;5324600;5347300;5363676;5373793;5383233;5390657;5395115;5388720;5378867;5379056;5379607;5382438;5387001;5391409;5397318;5406626;5418590;5433456
Slovenia;SVN;Population, total;SP.POP.TOTL;1580008;1591992.48;1605376.48;1619813.28;1634926.08;1650400;1665982.08;1681481.28;1696768.48;1711776.48;1726500;1739182.72;1752561.92;1767019.52;1782797.92;1800000;1818791.04;1839398.72;1860901.6;1881834.88;1901200;1917500;1924900;1933100;1942800;1973200;1980700;1989500;2000000;1999400;1998100;2001700;1996600;1966800;1988900;1990000;1991000;1985956;1982600;1985500;1989000;1992000;1994000;1995699.877;1996999.91;2000474;2006868;2018122;2021316;2039669;2052821
Solomon Islands;SLB;Population, total;SP.POP.TOTL;118054;121598;125272;129071;132992;137041;141203;145503;150036;154925;160256;166067;172319;178926;185758;192719;199775;206940;214224;221651;229235;236984;244877;252860;260869;268862;276815;284761;292787;301012;309527;318371;327529;336960;346599;356404;366363;376511;386906;397627;408732;420232;432107;444344;456919;469805;483000;496490;510221;524125;538148
Somalia;SOM;Population, total;SP.POP.TOTL;2819246;2884550;2952068;3022091;3094969;3170982;3254907;3347825;3442418;3528415;3601206;3646798;3673532;3725116;3860931;4117971;4521026;5042594;5603598;6093765;6435589;6597719;6608106;6521168;6419685;6363791;6372348;6426592;6504572;6570210;6599249;6585079;6543380;6498410;6484228;6524697;6628554;6786636;6982940;7193120;7399033;7596920;7791254;7981955;8170899;8359859;8547497;8733493;8922260;9119848;9330872
South Africa;ZAF;Population, total;SP.POP.TOTL;17396000;17949961.6;18459441.6;18936137.6;19390553.6;19832000;20268593.6;20707257.6;21153721.6;21612521.6;22087000;22602372.67;23126275.71;23655907.71;24189836.67;24728000;25268094.27;25805575.23;26355319.23;26940792.51;27576000;28254654.59;28971838.59;29724003.71;30505360.83;31307880;32121290.43;32933080.51;33728497.79;34490548.99;35200000;35933107.76;36690738.76;37473796.4;38283222.67;39120000;40000246.95;40926063.04;41899682.78;42923484.53;44000000;44909738;45533292;46116494;46664771;47198469;47730946;48257282;48793022;49320150;49991300
South Sudan;SSD;Population, total;SP.POP.TOTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8079000
Spain;ESP;Population, total;SP.POP.TOTL;30455155;30744000;31067000;31393000;31723000;32057000;32394000;32735000;33079000;33427000;33779000;34190000;34448000;34810000;35147000;35515000;35937000;36367000;36778000;37108000;37386000;37741000;37943000;38121000;38273000;38408000;38519000;38609000;38691000;38768000;38836000;38939050;39067750;39189400;39294950;39387000;39478150;39582400;39721100;39926250;40263200;40720450;41313950;42004500;42691650;43398150;44116441;44878945;45555716;45908594;46081574
Sri Lanka;LKA;Population, total;SP.POP.TOTL;10020405;10248471;10480484;10717705;10962237;11215216;11477133;11746217;12018646;12289319;12554583;12812407;13063663;13311145;13559172;13810647;14066703;14325640;14584167;14837618;15082771;15317817;15544043;15765034;15986020;16210466;16439169;16669911;16899425;17123045;17337048;17542866;17740936;17925624;18089720;18229498;18340596;18428257;18510095;18610110;18745084;18921794;19134096;19369853;19610604;19842536;20062070;20272269;20473799;20669142;20859949
St. Kitts and Nevis;KNA;Population, total;SP.POP.TOTL;51000;50531.47009;50067.24449;49607.28367;49151.54845;48700;47915.10423;47142.85858;46383.05919;45635.50545;44900;44600;44400;44100;43800;43600;43300;43737;43803;43686;44400;44750;45093;44696;43668;42748;42602.4117;42457.31924;42312.72092;42168.61507;42025;41800;41585.14069;41380.27781;41185.27428;41000;40870;40740;40130;42260;44286;46111;46710;46710;48543;49173;49811;50455;51102;51752;52402
St. Lucia;LCA;Population, total;SP.POP.TOTL;86440;87800;89200;90600;92000;93400;94900;96400;97900;99400;101400;102800;104100;105600;107000;108400;109800;111300;112700;114100;115500;117400;119400;121100;122900;124800;126700;128500;130400;132200;134100;136000;137151;139908;142689;145437;147062;149666;151952;153703;155996;157897;159133;160620;162434;164791;166838;168338;170204.5601;172091.8169;174000
St. Martin (French part);MAF;Population, total;SP.POP.TOTL;4279;4453;4566;4656;4748;4841;4936;5033;5161;5303;5450;5601;5756;5915;6078;6291;6530;6778;7035;7303;7580;7868;8670;10547;12790;15392;18337;21628;24873;27676;30036;31821;32892;33238;33098;32712;32102;31304;30358;29305;28384;27782;27450;27363;27514;27906;28414;28905;29376;29820;30235
St. Vincent and the Grenadines;VCT;Population, total;SP.POP.TOTL;80948;82144;83207;84167;85076;85973;86863;87741;88623;89527;90465;91445;92463;93507;94556;95591;96609;97611;98590;99539;100450;101316;102135;102915;103669;104402;105123;105819;106465;107016;107449;107755;107950;108051;108089;108087;108049;107979;107907;107869;107891;107987;108150;108354;108566;108755;108918;109060;109178;109269;109333
